operation,time_us,pct_of_predict,pct_of_predict_plus_update
KF predict,13.835734999975102,100.0,35.988278354748296
KF update,24.609379999947123,177.8682520299168,64.0117216452517
SB-Sched idle step,0.18911999995907536,1.36689521705508,0.49192205553152313
SB-Sched budget,15.914989999964744,115.02814993199411,41.396650783843256
Heuristic idle step,2.6487649999580754,19.144375054616482,6.889730983932377
