method,analysis,phase,vr,mean_trace_ratio,trigger_rate_hz,mean_speed,lag_steps,post_max_overshoot
fixed_low,transition,low_to_medium,0.0,0.4003344801141393,10.0,0.6638219449702468,12.0,0.0
fixed_low,transition,medium_to_low,0.0,0.40033448011501205,10.0,0.6617708115634197,11.0,0.0
fixed_low,transition,low_to_medium,0.0,0.4003344801325418,10.0,0.7499961078019405,10.0,0.0
fixed_low,transition,medium_to_high,0.0,0.40033448017693013,10.0,0.24411659635463331,2.0,0.0
fixed_low,transition,high_to_medium,0.0,0.40033448017721773,10.0,0.23072988001285955,1.0,0.0
fixed_low,transition,medium_to_low,0.0,0.4003344801801631,10.0,0.15749044789153907,5.0,0.0
fixed_low,transition,low_to_medium,0.0,0.4003344801807258,10.0,0.14693180563041822,2.0,0.0
fixed_low,transition,medium_to_low,0.0,0.4003344801809158,10.0,0.14322638422206024,1.0,0.0
fixed_low,transition,low_to_medium,0.0,0.40033448018146983,10.0,0.4773722292180749,0.0,0.0
fixed_low,transition,medium_to_low,0.0,0.4003344801814698,10.0,0.4923475765090241,2.0,0.0
fixed_low,transition,low_to_medium,0.0,0.40033448018146983,10.0,0.49362431974493753,1.0,0.0
fixed_low,transition,medium_to_high,0.0,0.4003344801814698,10.0,1.3502288588721143,2.0,0.0
fixed_low,transition,high_to_medium,0.0,0.40033448018146983,10.0,1.3506900801416981,1.0,0.0
fixed_low,transition,medium_to_high,0.0,0.4003344801814698,10.0,1.3581977227511743,12.0,0.0
fixed_low,transition,high_to_medium,0.0,0.4003344801814698,10.0,1.3623126311978657,12.0,0.0
fixed_low,transition,medium_to_high,0.0,0.40033448018146983,10.0,1.3635789384292856,11.0,0.0
fixed_low,transition,high_to_medium,0.0,0.4003344801814698,10.0,1.3695632464535612,13.0,0.0
fixed_low,transition,medium_to_high,0.0,0.4003344801814698,10.0,1.3712095299847058,12.0,0.0
fixed_low,transition,high_to_medium,0.0,0.4003344801814698,10.0,1.460730652475881,2.0,0.0
fixed_low,transition,medium_to_high,0.0,0.40033448018146983,10.0,1.4655434350094898,1.0,0.0
fixed_low,transition,high_to_medium,0.0,0.4003344801814698,10.0,1.5000924954901882,12.0,0.0
fixed_low,transition,medium_to_high,0.0,0.40033448018146983,10.0,1.5086918737575155,11.0,0.0
fixed_low,transition,high_to_medium,0.0,0.4003344801814698,10.0,1.1544370366452588,19.0,0.0
fixed_low,transition,medium_to_high,0.0,0.4003344801814698,10.0,1.3070874461905888,2.0,0.0
fixed_low,transition,high_to_medium,0.0,0.40033448018146983,10.0,1.228084478023091,1.0,0.0
fixed_low,transition,medium_to_high,0.0,0.4003344801814698,10.0,1.3231403485292015,12.0,0.0
fixed_low,transition,high_to_medium,0.0,0.40033448018146983,10.0,1.3026453989570859,11.0,0.0
fixed_low,transition,medium_to_high,0.0,0.4003344801814698,10.0,1.567928442262109,13.0,0.0
fixed_low,transition,high_to_medium,0.0,0.4003344801814698,10.0,1.5729311769080578,12.0,0.0
fixed_low,transition,medium_to_high,0.0,0.40033448018146983,10.0,1.5780079735596093,11.0,0.0
fixed_low,transition,high_to_medium,0.0,0.4003344801814698,10.0,0.9297867403687935,15.0,0.0
fixed_low,transition,medium_to_low,0.0,0.40033448018146983,10.0,0.48148295149942916,0.0,0.0
fixed_low,transition,low_to_medium,0.0,0.40033448018146983,10.0,1.005377579237247,0.0,0.0
fixed_low,transition,medium_to_high,0.0,0.4003344801814698,10.0,1.3405950727095162,15.0,0.0
fixed_low,transition,high_to_medium,0.0,0.4003344801814698,10.0,0.8841085193356821,13.0,0.0
fixed_low,transition,medium_to_high,0.0,0.4003344801814698,10.0,1.1167647726500585,2.0,0.0
fixed_low,transition,high_to_medium,0.0,0.40033448018146983,10.0,1.1141887669112742,1.0,0.0
fixed_low,transition,medium_to_high,0.0,0.40033448018146983,10.0,1.4689556355444588,11.0,0.0
fixed_low,transition,high_to_medium,0.0,0.4003344801814698,10.0,1.503089291187994,2.0,0.0
fixed_low,transition,medium_to_high,0.0,0.40033448018146983,10.0,1.5071685590631914,1.0,0.0
fixed_low,transition,high_to_medium,0.0,0.4003344801814698,10.0,1.2410477365226704,2.0,0.0
fixed_low,transition,medium_to_high,0.0,0.40033448018146983,10.0,1.239873736892277,1.0,0.0
fixed_low,transition,high_to_medium,0.0,0.4003344801814699,10.0,1.1522531494026786,9.0,0.0
fixed_low,transition,medium_to_high,0.0,0.4003344801814698,10.0,1.1703320226642342,2.0,0.0
fixed_low,transition,high_to_medium,0.0,0.40033448018146983,10.0,1.0598194309615219,1.0,0.0
fixed_low,transition,medium_to_high,0.0,0.4003344801814698,10.0,1.2424416186219576,2.0,0.0
fixed_low,transition,high_to_medium,0.0,0.40033448018146983,10.0,1.2397449994077878,1.0,0.0
fixed_low,transition,medium_to_high,0.0,0.4003344801814698,10.0,1.384128607020445,2.0,0.0
fixed_low,transition,high_to_medium,0.0,0.4003344801814698,10.0,1.6083322005801628,2.0,0.0
fixed_low,transition,medium_to_high,0.0,0.40033448018146983,10.0,1.613378917603553,1.0,0.0
fixed_low,transition,high_to_medium,0.0,0.4003344801814698,10.0,1.6183660730978402,12.0,0.0
fixed_low,transition,medium_to_high,0.0,0.40033448018146983,10.0,1.6272835709477769,11.0,0.0
fixed_low,transition,high_to_medium,0.0,0.40033448018146983,10.0,1.130246207330763,1.0,0.0
fixed_low,transition,medium_to_high,0.0,0.40033448018146983,10.0,1.3065625214385113,1.0,0.0
fixed_low,transition,high_to_medium,0.0,0.40033448018146983,10.0,1.3057922112811036,0.0,0.0
fixed_low,transition,medium_to_high,0.0,0.4003344801814698,10.0,1.3027630861731356,14.0,0.0
fixed_low,transition,high_to_medium,0.0,0.4003344801814698,10.0,1.2141077161642937,12.0,0.0
fixed_low,transition,medium_to_high,0.0,0.4003344801814698,10.0,1.3477915884300784,16.0,0.0
fixed_low,transition,high_to_medium,0.0,0.4003344801814698,10.0,1.2568503103296953,3.0,0.0
fixed_low,transition,medium_to_high,0.0,0.4003344801814698,10.0,1.2558381008552284,2.0,0.0
fixed_low,transition,high_to_medium,0.0,0.40033448018146983,10.0,1.249773242986877,17.0,0.0
fixed_low,transition,medium_to_high,0.0,0.4003344801814698,10.0,1.2445783548620823,12.0,0.0
fixed_low,transition,high_to_medium,0.0,0.40033448018146983,10.0,1.2431950471749318,11.0,0.0
fixed_low,transition,medium_to_high,0.0,0.4003344801814698,10.0,1.1932191505308483,2.0,0.0
fixed_low,transition,high_to_medium,0.0,0.40033448018146983,10.0,1.1845438797778605,1.0,0.0
fixed_low,transition,medium_to_low,0.0,0.40033448018146983,10.0,0.49112943083136607,1.0,0.0
fixed_low,transition,low_to_medium,0.0,0.40033448018146983,10.0,0.4932333510314214,0.0,0.0
fixed_low,transition,medium_to_low,0.0,0.4003344801814698,10.0,0.49531723838676767,19.0,0.0
fixed_low,transition,low_to_medium,0.0,0.40033448018146983,10.0,0.6058008509780963,0.0,0.0
fixed_low,transition,medium_to_high,0.0,0.40033448018146983,10.0,1.5721474261038757,4.0,0.0
fixed_low,transition,high_to_medium,0.0,0.4003344801814698,10.0,0.9475710488036558,16.0,0.0
fixed_low,transition,medium_to_low,0.0,0.4003344801814698,10.0,0.3237190923034989,2.0,0.0
fixed_low,transition,low_to_medium,0.0,0.4003344801814698,10.0,0.8771448657403228,15.0,0.0
fixed_low,transition,medium_to_high,0.0,0.4003344801814698,10.0,1.638723062374755,3.0,0.0
fixed_low,transition,high_to_medium,0.0,0.40033448018146983,10.0,1.206615089326941,1.0,0.0
fixed_low,transition,medium_to_high,0.0,0.40033448018146983,10.0,1.2048517344723626,0.0,0.0
fixed_low,transition,high_to_medium,0.0,0.4003344801814698,10.0,1.19755971226221,16.0,0.0
fixed_low,transition,medium_to_high,0.0,0.4003344801814698,10.0,1.4035290550668436,2.0,0.0
fixed_low,transition,high_to_medium,0.0,0.40033448018146983,10.0,1.4046448638219158,1.0,0.0
fixed_low,transition,medium_to_high,0.0,0.40033448018146983,10.0,1.4054515370930494,0.0,0.0
fixed_low,transition,high_to_medium,0.0,0.40033448018146983,10.0,1.2742070591515369,1.0,0.0
fixed_low,transition,medium_to_high,0.0,0.40033448018146983,10.0,1.4025934798442936,7.0,0.0
fixed_low,transition,high_to_medium,0.0,0.40033448018146983,10.0,1.5402632138179368,1.0,0.0
fixed_low,transition,medium_to_high,0.0,0.40033448018146983,10.0,1.5450791917282778,0.0,0.0
fixed_low,transition,high_to_medium,0.0,0.40033448018146983,10.0,1.146111176113805,8.0,0.0
fixed_low,transition,medium_to_high,0.0,0.4003344801814698,10.0,1.08935382262719,12.0,0.0
fixed_low,transition,high_to_medium,0.0,0.40033448018146983,10.0,1.0841305604522502,11.0,0.0
fixed_low,transition,medium_to_low,0.0,0.4003344801814698,10.0,0.31930420194518616,16.0,0.0
fixed_low,transition,low_to_medium,0.0,0.40033448018146983,10.0,0.7224183299197611,5.0,0.0
fixed_low,transition,medium_to_high,0.0,0.4003344801814698,10.0,1.6312232274854261,14.0,0.0
fixed_low,transition,high_to_medium,0.0,0.40033448018146983,10.0,1.3435250935233385,1.0,0.0
fixed_low,transition,medium_to_high,0.0,0.40033448018146983,10.0,1.3422643156873826,0.0,0.0
fixed_low,transition,high_to_medium,0.0,0.4003344801814698,10.0,0.9429740617754129,2.0,0.0
fixed_low,transition,medium_to_low,0.0,0.40033448018146983,10.0,0.8804670894742053,11.0,0.0
fixed_low,transition,low_to_medium,0.0,0.4003344801814699,10.0,0.8835531710169158,10.0,0.0
fixed_low,transition,medium_to_high,0.0,0.40033448018146983,10.0,0.735603894724793,1.0,0.0
fixed_low,transition,high_to_medium,0.0,0.40033448018146983,10.0,0.7293748604848487,0.0,0.0
fixed_low,transition,medium_to_high,0.0,0.4003344801814698,10.0,1.45226157331403,14.0,0.0
fixed_low,transition,high_to_medium,0.0,0.4003344801814699,10.0,1.2056245852434317,6.0,0.0
fixed_low,transition,medium_to_high,0.0,0.40033448018146983,10.0,1.1560773781801257,1.0,0.0
fixed_low,transition,high_to_medium,0.0,0.40033448018146983,10.0,1.1302909466628743,0.0,0.0
fixed_low,transition,medium_to_high,0.0,0.40033448018146983,10.0,1.3412496583421132,11.0,0.0
fixed_low,transition,high_to_medium,0.0,0.4003344801814699,10.0,1.3422836030416634,10.0,0.0
fixed_low,transition,medium_to_high,0.0,0.40033448018146983,10.0,1.3538823852879682,1.0,0.0
fixed_low,transition,high_to_medium,0.0,0.40033448018146983,10.0,1.5049856212913364,11.0,0.0
fixed_low,transition,medium_to_high,0.0,0.4003344801814699,10.0,1.5117154181791255,10.0,0.0
fixed_low,transition,high_to_medium,0.0,0.40033448018146983,10.0,1.5303772169632912,1.0,0.0
fixed_low,transition,medium_to_high,0.0,0.40033448018146983,10.0,1.5345497717103407,0.0,0.0
fixed_low,transition,high_to_medium,0.0,0.40033448018146983,10.0,1.5531687137766657,1.0,0.0
fixed_low,transition,medium_to_high,0.0,0.40033448018146983,10.0,1.5611636653785446,0.0,0.0
fixed_low,transition,high_to_medium,0.0,0.40033448018146983,10.0,1.1309226947656383,11.0,0.0
fixed_low,transition,medium_to_low,0.0,0.40033448018146983,10.0,0.3909314115005941,11.0,0.0
fixed_low,transition,low_to_medium,0.0,0.4003344801814699,10.0,0.39017869024052443,10.0,0.0
fixed_low,transition,medium_to_low,0.0,0.4003344801814698,10.0,0.3837360193338762,2.0,0.0
fixed_low,transition,low_to_medium,0.0,0.40033448018146983,10.0,0.4724468743530293,0.0,0.0
fixed_low,transition,medium_to_low,0.0,0.40033448018146983,10.0,0.4375951254160377,1.0,0.0
fixed_low,transition,low_to_medium,0.0,0.40033448018146983,10.0,0.4382684651633266,0.0,0.0
fixed_low,transition,medium_to_low,0.0,0.4003344801814698,10.0,0.43984848481916244,16.0,0.0
fixed_low,transition,low_to_medium,0.0,0.40033448018146983,10.0,0.5017095527001906,11.0,0.0
fixed_low,transition,medium_to_low,0.0,0.4003344801814699,10.0,0.5028861359803934,10.0,0.0
fixed_low,transition,low_to_medium,0.0,0.40033448018146983,10.0,0.5103142562952763,4.0,0.0
fixed_low,transition,medium_to_low,0.0,0.4003344801814698,10.0,0.37399447827064725,13.0,0.0
fixed_low,transition,low_to_medium,0.0,0.40033448018146983,10.0,0.20279669514871465,1.0,0.0
fixed_low,transition,medium_to_low,0.0,0.40033448018146983,10.0,0.1989438621031632,0.0,0.0
fixed_matched,phase_summary,low,0.0,0.46030048974308285,6.619544485582857,0.17283402829031316,,
fixed_matched,phase_summary,medium,0.0,0.4625293136610917,6.687612208258528,0.9004172178818391,,
fixed_matched,phase_summary,high,0.0,0.46251228494434504,6.686268104105412,1.809937310282865,,
fixed_matched,transition,low_to_medium,0.0,0.46479305261515974,6.0,0.5956995676637041,13.0,0.0
fixed_matched,transition,medium_to_low,0.0,0.4639444876247283,8.0,0.436114331731528,7.0,0.0
fixed_matched,transition,low_to_medium,0.0,0.46521590244081296,6.0,0.6012273234962536,12.0,0.0
fixed_matched,transition,medium_to_low,0.0,0.46249514359297955,6.0,0.4756393621724592,20.0,0.0
fixed_matched,transition,low_to_high,0.0,0.46060595432724,8.0,0.5696785461951485,2.0,0.0
fixed_matched,transition,high_to_low,0.0,0.4599281999492387,8.0,0.5640300151148181,1.0,0.0
fixed_matched,transition,low_to_medium,0.0,0.4608489821748158,6.0,0.7380328889657259,25.0,0.0
fixed_matched,transition,medium_to_low,0.0,0.4634973829872774,6.0,0.5273862800623212,17.0,0.0
fixed_matched,transition,low_to_high,0.0,0.4618288420977567,6.0,0.6619001278110389,22.0,0.0
fixed_matched,transition,high_to_low,0.0,0.46215922142889565,6.0,0.6540598915640302,21.0,0.0
fixed_matched,transition,low_to_medium,0.0,0.460603075311685,8.0,0.7040337952950881,2.0,0.0
fixed_matched,transition,medium_to_low,0.0,0.45988107726996363,6.0,0.5805589075814828,28.0,0.0
fixed_matched,transition,low_to_medium,0.0,0.4638364548834584,6.0,0.7686740297928278,16.0,0.0
fixed_matched,transition,medium_to_high,0.0,0.46060347090812415,8.0,0.5439737185252368,2.0,0.0
fixed_matched,transition,high_to_medium,0.0,0.4599257815234744,8.0,0.5365424495391128,1.0,0.0
fixed_matched,transition,medium_to_low,0.0,0.4645191113101741,6.0,0.5345024718063022,14.0,0.0
fixed_matched,transition,low_to_medium,0.0,0.4606035032512212,8.0,0.5987954090803121,2.0,0.0
fixed_matched,transition,medium_to_low,0.0,0.4599258130203492,8.0,0.5985956002040278,1.0,0.0
fixed_matched,transition,low_to_medium,0.0,0.45924473211080696,8.0,0.7489790614097326,0.0,0.0
fixed_matched,transition,medium_to_high,0.0,0.46060350865784455,8.0,0.5815551863785007,2.0,0.0
fixed_matched,transition,high_to_medium,0.0,0.4599258179740214,8.0,0.5758309871764095,1.0,0.0
fixed_matched,transition,medium_to_low,0.0,0.46249170965071046,6.0,0.6208619652322835,20.0,0.0
fixed_matched,transition,low_to_medium,0.0,0.465208552439121,6.0,0.7596241375919788,12.0,0.0
fixed_matched,transition,medium_to_low,0.0,0.4652085502852396,6.0,0.5499095360074838,12.0,0.0
fixed_matched,transition,low_to_medium,0.0,0.4618292951703083,6.0,0.6638219449702468,22.0,0.0
fixed_matched,transition,medium_to_low,0.0,0.46215967371086797,6.0,0.6617708115634197,21.0,0.0
fixed_matched,transition,low_to_medium,0.0,0.4592447272814109,8.0,0.7499961078019405,0.0,0.0
fixed_matched,transition,medium_to_high,0.0,0.46060350418715923,8.0,0.24411659635463331,2.0,0.0
fixed_matched,transition,high_to_medium,0.0,0.459925813560948,8.0,0.23072988001285955,1.0,0.0
fixed_matched,transition,medium_to_low,0.0,0.46417697790751083,6.0,0.15749044789153907,15.0,0.0
fixed_matched,transition,low_to_medium,0.0,0.4652085501280684,6.0,0.14693180563041822,12.0,0.0
fixed_matched,transition,medium_to_low,0.0,0.4655558622140545,6.0,0.14322638422206024,11.0,0.0
fixed_matched,transition,low_to_medium,0.0,0.4592447276156802,8.0,0.4773722292180749,0.0,0.0
fixed_matched,transition,medium_to_low,0.0,0.4652085503459522,6.0,0.4923475765090241,12.0,0.0
fixed_matched,transition,low_to_medium,0.0,0.46555586242985647,6.0,0.49362431974493753,11.0,0.0
fixed_matched,transition,medium_to_high,0.0,0.4652085503459522,6.0,1.3502288588721143,12.0,0.0
fixed_matched,transition,high_to_medium,0.0,0.46555586242985647,6.0,1.3506900801416981,11.0,0.0
fixed_matched,transition,medium_to_high,0.0,0.4606035044473208,8.0,1.3581977227511743,2.0,0.0
fixed_matched,transition,high_to_medium,0.0,0.4652085503459522,6.0,1.3623126311978657,12.0,0.0
fixed_matched,transition,medium_to_high,0.0,0.46555586242985647,6.0,1.3635789384292856,11.0,0.0
fixed_matched,transition,high_to_medium,0.0,0.46150056144790347,6.0,1.3695632464535612,23.0,0.0
fixed_matched,transition,medium_to_high,0.0,0.4618292954012151,6.0,1.3712095299847058,22.0,0.0
fixed_matched,transition,high_to_medium,0.0,0.4652085503459522,6.0,1.460730652475881,12.0,0.0
fixed_matched,transition,medium_to_high,0.0,0.46555586242985647,6.0,1.4655434350094898,11.0,0.0
fixed_matched,transition,high_to_medium,0.0,0.4652085503459522,6.0,1.5000924954901882,12.0,0.0
fixed_matched,transition,medium_to_high,0.0,0.46555586242985647,6.0,1.5086918737575155,11.0,0.0
fixed_matched,transition,high_to_medium,0.0,0.4652537522495853,8.0,1.1544370366452588,9.0,0.0
fixed_matched,transition,medium_to_high,0.0,0.4652085503459522,6.0,1.3070874461905888,12.0,0.0
fixed_matched,transition,high_to_medium,0.0,0.46555586242985647,6.0,1.228084478023091,11.0,0.0
fixed_matched,transition,medium_to_high,0.0,0.4618292954012151,6.0,1.3231403485292015,22.0,0.0
fixed_matched,transition,high_to_medium,0.0,0.46215967394633767,6.0,1.3026453989570859,21.0,0.0
fixed_matched,transition,medium_to_high,0.0,0.46150056144790347,6.0,1.567928442262109,23.0,0.0
fixed_matched,transition,high_to_medium,0.0,0.4618292954012151,6.0,1.5729311769080578,22.0,0.0
fixed_matched,transition,medium_to_high,0.0,0.46215967394633767,6.0,1.5780079735596093,21.0,0.0
fixed_matched,transition,high_to_medium,0.0,0.4608479918533921,6.0,0.9297867403687935,25.0,0.0
fixed_matched,transition,medium_to_low,0.0,0.4659049166297061,6.0,0.48148295149942916,10.0,0.0
fixed_matched,transition,low_to_medium,0.0,0.4659049166297061,6.0,1.005377579237247,10.0,0.0
fixed_matched,transition,medium_to_high,0.0,0.4641769781316069,6.0,1.3405950727095162,15.0,0.0
fixed_matched,transition,high_to_medium,0.0,0.46486297151216277,6.0,0.8841085193356821,13.0,0.0
fixed_matched,transition,medium_to_high,0.0,0.4618292954012151,6.0,1.1167647726500585,22.0,0.0
fixed_matched,transition,high_to_medium,0.0,0.46215967394633767,6.0,1.1141887669112742,21.0,0.0
fixed_matched,transition,medium_to_high,0.0,0.46555586242985647,6.0,1.4689556355444588,11.0,0.0
fixed_matched,transition,high_to_medium,0.0,0.4606035044473208,8.0,1.503089291187994,2.0,0.0
fixed_matched,transition,medium_to_high,0.0,0.4599258138182939,8.0,1.5071685590631914,1.0,0.0
fixed_matched,transition,high_to_medium,0.0,0.4618292954012151,6.0,1.2410477365226704,22.0,0.0
fixed_matched,transition,medium_to_high,0.0,0.46215967394633767,6.0,1.239873736892277,21.0,0.0
fixed_matched,transition,high_to_medium,0.0,0.46282540027533764,6.0,1.1522531494026786,19.0,0.0
fixed_matched,transition,medium_to_high,0.0,0.4606035044473208,8.0,1.1703320226642342,2.0,0.0
fixed_matched,transition,high_to_medium,0.0,0.4599258138182939,8.0,1.0598194309615219,1.0,0.0
fixed_matched,transition,medium_to_high,0.0,0.4606035044473208,8.0,1.2424416186219576,2.0,0.0
fixed_matched,transition,high_to_medium,0.0,0.4599258138182939,8.0,1.2397449994077878,1.0,0.0
fixed_matched,transition,medium_to_high,0.0,0.4606035044473208,8.0,1.384128607020445,2.0,0.0
fixed_matched,transition,high_to_medium,0.0,0.4606035044473208,8.0,1.6083322005801628,2.0,0.0
fixed_matched,transition,medium_to_high,0.0,0.4599258138182939,8.0,1.613378917603553,1.0,0.0
fixed_matched,transition,high_to_medium,0.0,0.4606035044473208,8.0,1.6183660730978402,2.0,0.0
fixed_matched,transition,medium_to_high,0.0,0.4599258138182939,8.0,1.6272835709477769,1.0,0.0
fixed_matched,transition,high_to_medium,0.0,0.4599258138182939,8.0,1.130246207330763,1.0,0.0
fixed_matched,transition,medium_to_high,0.0,0.4599258138182939,8.0,1.3065625214385113,1.0,0.0
fixed_matched,transition,high_to_medium,0.0,0.4592447276156802,8.0,1.3057922112811036,0.0,0.0
fixed_matched,transition,medium_to_high,0.0,0.4611734632205727,6.0,1.3027630861731356,24.0,0.0
fixed_matched,transition,high_to_medium,0.0,0.4618292954012151,6.0,1.2141077161642937,22.0,0.0
fixed_matched,transition,medium_to_high,0.0,0.4605241384805314,6.0,1.3477915884300784,26.0,0.0
fixed_matched,transition,high_to_medium,0.0,0.46150056144790347,6.0,1.2568503103296953,23.0,0.0
fixed_matched,transition,medium_to_high,0.0,0.4618292954012151,6.0,1.2558381008552284,22.0,0.0
fixed_matched,transition,high_to_medium,0.0,0.46349781136154633,6.0,1.249773242986877,17.0,0.0
fixed_matched,transition,medium_to_high,0.0,0.4652085503459522,6.0,1.2445783548620823,12.0,0.0
fixed_matched,transition,high_to_medium,0.0,0.46555586242985647,6.0,1.2431950471749318,11.0,0.0
fixed_matched,transition,medium_to_high,0.0,0.4618292954012151,6.0,1.1932191505308483,22.0,0.0
fixed_matched,transition,high_to_medium,0.0,0.46215967394633767,6.0,1.1845438797778605,21.0,0.0
fixed_matched,transition,medium_to_low,0.0,0.46215967394633767,6.0,0.49112943083136607,21.0,0.0
fixed_matched,transition,low_to_medium,0.0,0.4624917059491018,6.0,0.4932333510314214,20.0,0.0
fixed_matched,transition,medium_to_low,0.0,0.46282540027533764,6.0,0.49531723838676767,19.0,0.0
fixed_matched,transition,low_to_medium,0.0,0.4659049166297061,6.0,0.6058008509780963,10.0,0.0
fixed_matched,transition,medium_to_high,0.0,0.46194876991125744,8.0,1.5721474261038757,4.0,0.0
fixed_matched,transition,high_to_medium,0.0,0.4632806658607765,8.0,0.9475710488036558,6.0,0.0
fixed_matched,transition,medium_to_low,0.0,0.4606035044473208,8.0,0.3237190923034989,2.0,0.0
fixed_matched,transition,low_to_medium,0.0,0.4608479918533921,6.0,0.8771448657403228,25.0,0.0
fixed_matched,transition,medium_to_high,0.0,0.46150056144790347,6.0,1.638723062374755,23.0,0.0
fixed_matched,transition,high_to_medium,0.0,0.46555586242985647,6.0,1.206615089326941,11.0,0.0
fixed_matched,transition,medium_to_high,0.0,0.4659049166297061,6.0,1.2048517344723626,10.0,0.0
fixed_matched,transition,high_to_medium,0.0,0.4632806658607765,8.0,1.19755971226221,6.0,0.0
fixed_matched,transition,medium_to_high,0.0,0.4606035044473208,8.0,1.4035290550668436,2.0,0.0
fixed_matched,transition,high_to_medium,0.0,0.4599258138182939,8.0,1.4046448638219158,1.0,0.0
fixed_matched,transition,medium_to_high,0.0,0.4592447276156802,8.0,1.4054515370930494,0.0,0.0
fixed_matched,transition,high_to_medium,0.0,0.46215967394633767,6.0,1.2742070591515369,21.0,0.0
fixed_matched,transition,medium_to_high,0.0,0.46349781136154633,6.0,1.4025934798442936,17.0,0.0
fixed_matched,transition,high_to_medium,0.0,0.4599258138182939,8.0,1.5402632138179368,1.0,0.0
fixed_matched,transition,medium_to_high,0.0,0.4592447276156802,8.0,1.5450791917282778,0.0,0.0
fixed_matched,transition,high_to_medium,0.0,0.4598812502544483,6.0,1.146111176113805,28.0,0.0
fixed_matched,transition,medium_to_high,0.0,0.4652085503459522,6.0,1.08935382262719,12.0,0.0
fixed_matched,transition,high_to_medium,0.0,0.46555586242985647,6.0,1.0841305604522502,11.0,0.0
fixed_matched,transition,medium_to_low,0.0,0.4605241384805314,6.0,0.31930420194518616,26.0,0.0
fixed_matched,transition,low_to_medium,0.0,0.4641769781316069,6.0,0.7224183299197611,15.0,0.0
fixed_matched,transition,medium_to_high,0.0,0.4645191170626578,6.0,1.6312232274854261,14.0,0.0
fixed_matched,transition,high_to_medium,0.0,0.46215967394633767,6.0,1.3435250935233385,21.0,0.0
fixed_matched,transition,medium_to_high,0.0,0.4624917059491018,6.0,1.3422643156873826,20.0,0.0
fixed_matched,transition,high_to_medium,0.0,0.4618292954012151,6.0,0.9429740617754129,22.0,0.0
fixed_matched,transition,medium_to_low,0.0,0.46555586242985647,6.0,0.8804670894742053,11.0,0.0
fixed_matched,transition,low_to_medium,0.0,0.4659049166297061,6.0,0.8835531710169158,10.0,0.0
fixed_matched,transition,medium_to_high,0.0,0.46215967394633767,6.0,0.735603894724793,21.0,0.0
fixed_matched,transition,high_to_medium,0.0,0.4624917059491018,6.0,0.7293748604848487,20.0,0.0
fixed_matched,transition,medium_to_high,0.0,0.46194876991125744,8.0,1.45226157331403,4.0,0.0
